transaction_id,site_id,user_id,vehicle_id,payment_status,entry_time,exit_time,price
804052,472,878169,853883,Payment Not Required,2022-10-04T01:58:15-05:00,2022-10-04T02:23:03-05:00,0.00
804053,472,879532,854886,Payment Not Required,2022-10-04T01:58:23-05:00,2022-10-04T11:39:33-05:00,0.00
804054,472,879535,854889,Payment Not Required,2022-10-04T02:03:38-05:00,2022-10-04T03:47:25-05:00,0.00
804055,472,879536,854890,Payment Not Required,2022-10-04T02:08:49-05:00,2022-10-04T03:47:21-05:00,0.00
804061,472,523677,522459,Payment Not Required,2022-10-04T04:01:00-05:00,2022-10-04T04:06:24-05:00,0.00
804064,473,771136,766292,Payment Not Required,2022-10-04T05:25:55-05:00,2022-10-04T14:19:31-05:00,0.00
804065,473,796059,789713,Payment Not Required,2022-10-04T05:27:40-05:00,2022-10-04T14:20:14-05:00,0.00
804066,473,775209,770118,Payment Not Required,2022-10-04T05:30:12-05:00,2022-10-04T14:23:03-05:00,0.00
804067,473,771143,766299,Payment Not Required,2022-10-04T05:31:33-05:00,2022-10-04T14:19:21-05:00,0.00
804068,473,771123,766288,Payment Not Required,2022-10-04T05:35:43-05:00,2022-10-04T14:13:19-05:00,0.00
804070,473,776618,771483,Payment Not Required,2022-10-04T05:40:05-05:00,2022-10-04T14:09:51-05:00,0.00
804071,473,776900,771735,Payment Not Required,2022-10-04T05:42:15-05:00,2022-10-04T14:06:07-05:00,0.00
804073,472,829356,817946,Payment Not Required,2022-10-04T06:13:22-05:00,2022-10-04T08:57:57-05:00,0.00
804074,472,468826,467875,Payment Not Required,2022-10-04T06:15:49-05:00,2022-10-04T15:09:04-05:00,0.00
804075,472,616504,613993,Payment Not Required,2022-10-04T06:17:49-05:00,2022-10-04T14:17:22-05:00,0.00
804077,473,769818,765031,Payment Foregone,2022-10-04T06:20:57-05:00,2022-10-04T12:00:44-05:00,30.00
804078,472,791663,785691,Payment Not Required,2022-10-04T06:24:58-05:00,2022-10-04T19:04:07-05:00,0.00
804079,472,711698,708586,Payment Not Required,2022-10-04T06:28:15-05:00,2022-10-04T18:49:40-05:00,0.00
804080,473,793375,787287,Payment Not Required,2022-10-04T06:29:26-05:00,2022-10-04T16:01:18-05:00,0.00
804082,472,622786,620275,Payment Not Required,2022-10-04T06:39:51-05:00,2022-10-04T14:24:35-05:00,0.00
804083,472,482081,481089,Payment Not Required,2022-10-04T06:43:14-05:00,2022-10-04T14:14:30-05:00,0.00
804084,472,555597,554230,Payment Not Required,2022-10-04T06:44:30-05:00,2022-10-04T15:05:23-05:00,0.00
804085,472,524609,523391,Payment Not Required,2022-10-04T06:47:46-05:00,2022-10-04T15:00:04-05:00,0.00
804086,473,762885,758256,Payment Foregone,2022-10-04T06:54:57-05:00,2022-10-04T15:22:57-05:00,30.00
804087,472,804585,797261,Payment Not Required,2022-10-04T06:55:15-05:00,2022-10-04T15:10:05-05:00,0.00
804088,472,856636,837859,Payment Not Required,2022-10-04T06:56:58-05:00,2022-10-09T07:41:06-05:00,0.00
804089,472,878169,853883,Payment Not Required,2022-10-04T06:59:56-05:00,2022-10-04T12:24:06-05:00,0.00
804090,472,734660,730826,Payment Not Required,2022-10-04T07:13:07-05:00,2022-10-04T14:38:21-05:00,0.00
804091,472,829358,817945,Payment Not Required,2022-10-04T06:42:51-05:00,2022-10-04T17:59:35-05:00,0.00
804092,472,483109,482111,Payment Not Required,2022-10-04T07:22:17-05:00,2022-10-04T14:00:57-05:00,0.00
804093,472,832644,820378,Payment Not Required,2022-10-04T07:48:37-05:00,2022-10-04T14:13:09-05:00,0.00
804094,472,769792,765006,Payment Not Required,2022-10-04T07:53:51-05:00,2022-10-04T20:00:40-05:00,0.00
804095,474,879545,854898,Payment Foregone,2022-10-04T07:59:14-05:00,2022-10-04T08:00:55-05:00,5.00
804097,472,470475,469524,Payment Not Required,2022-10-04T08:20:19-05:00,2022-10-04T12:58:09-05:00,0.00
804098,472,622296,619785,Payment Not Required,2022-10-04T08:23:36-05:00,2022-10-04T12:32:05-05:00,0.00
804099,472,538634,537358,Payment Not Required,2022-10-04T08:26:27-05:00,2022-10-04T11:08:48-05:00,0.00
804100,472,771703,766860,Payment Not Required,2022-10-04T08:30:15-05:00,2022-10-04T16:47:38-05:00,0.00
804101,472,776384,771243,Payment Not Required,2022-10-04T08:33:57-05:00,2022-10-04T19:58:43-05:00,0.00
804103,472,807853,799953,Payment Not Required,2022-10-04T08:49:00-05:00,2022-10-04T09:33:35-05:00,0.00
804105,472,879547,854900,Payment Not Required,2022-10-04T08:57:45-05:00,2022-10-04T10:08:21-05:00,0.00
804107,472,843155,828973,Payment Not Required,2022-10-04T09:13:52-05:00,2022-10-04T15:53:26-05:00,0.00
804108,472,469948,468997,Payment Not Required,2022-10-04T09:16:02-05:00,2022-10-04T15:54:54-05:00,0.00
804109,473,861512,841521,Payment Not Required,2022-10-04T09:18:48-05:00,2022-10-04T12:01:08-05:00,0.00
804110,472,698258,695163,Payment Not Required,2022-10-04T09:23:53-05:00,2022-10-04T20:59:10-05:00,0.00
804111,472,879548,854901,Payment Not Required,2022-10-04T09:25:12-05:00,2022-10-04T10:12:48-05:00,0.00
804113,473,718234,839117,Payment Not Required,2022-10-04T09:34:55-05:00,2022-10-04T14:52:45-05:00,0.00
804116,472,785428,779773,Payment Not Required,2022-10-04T09:43:56-05:00,2022-10-04T17:42:04-05:00,0.00
804117,472,474238,473286,Payment Not Required,2022-10-04T09:46:23-05:00,2022-10-04T21:47:32-05:00,0.00
804118,473,847525,835547,Payment Not Required,2022-10-04T09:46:36-05:00,2022-10-04T21:31:53-05:00,0.00
804119,472,865881,846655,Payment Not Required,2022-10-04T09:48:52-05:00,2022-10-04T22:35:42-05:00,0.00
804121,474,801000,794525,Payment Foregone,2022-10-04T09:49:43-05:00,2022-10-04T23:43:25-05:00,50.00
804122,472,521759,520541,Payment Not Required,2022-10-04T09:50:14-05:00,2022-10-04T15:01:04-05:00,0.00
804123,472,616500,613989,Payment Not Required,2022-10-04T09:51:45-05:00,2022-10-04T16:11:54-05:00,0.00
804125,474,879550,854902,Payment Completed,2022-10-04T09:54:27-05:00,2022-10-04T12:19:42-05:00,25.00
804126,472,810438,802215,Payment Not Required,2022-10-04T09:55:02-05:00,2022-10-04T19:16:06-05:00,0.00
804127,472,481878,480886,Payment Not Required,2022-10-04T09:55:15-05:00,2022-10-04T13:36:28-05:00,0.00
804128,474,879553,854903,Payment Not Required,2022-10-04T09:55:29-05:00,2022-10-04T11:46:47-05:00,20.00
804129,474,879554,854904,Payment Not Required,2022-10-04T09:56:08-05:00,2022-10-04T11:46:59-05:00,20.00
804131,473,853774,835699,Payment Not Required,2022-10-04T09:59:49-05:00,2022-10-04T17:53:12-05:00,0.00
804133,474,879561,854906,Payment Completed,2022-10-04T10:02:02-05:00,2022-10-04T10:44:20-05:00,10.00
804135,473,718221,841633,Payment Not Required,2022-10-04T10:02:18-05:00,2022-10-04T21:27:35-05:00,0.00
804136,474,879560,854909,Payment Completed,2022-10-04T10:02:38-05:00,2022-10-04T11:30:09-05:00,15.00
804137,474,879565,854910,Payment Completed,2022-10-04T10:05:19-05:00,2022-10-04T12:50:44-05:00,25.00
804138,472,879563,854911,Payment Not Required,2022-10-04T10:05:29-05:00,2022-10-04T10:14:28-05:00,0.00
804139,474,879566,854912,Payment Completed,2022-10-04T10:06:09-05:00,2022-10-04T10:52:45-05:00,10.00
804140,474,879569,854914,Payment Not Required,2022-10-04T10:09:57-05:00,2022-10-04T12:06:58-05:00,20.00
804142,472,878794,854328,Payment Not Required,2022-10-04T10:10:25-05:00,2022-10-05T08:13:29-05:00,0.00
804143,473,718279,828079,Payment Not Required,2022-10-04T10:10:29-05:00,2022-10-04T16:27:13-05:00,0.00
804144,472,472923,471971,Payment Not Required,2022-10-04T10:14:00-05:00,2022-10-04T15:15:02-05:00,0.00
804145,472,879570,854915,Payment Not Required,2022-10-04T10:14:47-05:00,2022-10-04T12:22:27-05:00,0.00
804146,474,879576,854916,Payment Completed,2022-10-04T10:15:03-05:00,2022-10-04T13:02:40-05:00,25.00
804147,474,879577,854917,Payment Completed,2022-10-04T10:15:30-05:00,2022-10-04T13:02:24-05:00,25.00
804148,474,879578,854918,Payment Completed,2022-10-04T10:15:50-05:00,2022-10-04T13:07:23-05:00,25.00
804149,474,879579,854919,Payment Foregone,2022-10-04T10:16:17-05:00,2022-10-04T11:13:44-05:00,20.00
804150,474,879580,854920,Payment Foregone,2022-10-04T10:16:49-05:00,2022-10-04T11:13:54-05:00,20.00
804151,474,879582,832702,Payment Completed,2022-10-04T10:19:53-05:00,2022-10-04T11:01:00-05:00,10.00
804152,474,879584,854922,Payment Completed,2022-10-04T10:26:07-05:00,2022-10-04T13:07:59-05:00,25.00
804154,472,521776,520558,Payment Not Required,2022-10-04T10:26:31-05:00,2022-10-04T13:57:57-05:00,0.00
804155,474,876907,854923,Payment Completed,2022-10-04T10:33:44-05:00,2022-10-04T14:57:24-05:00,25.00
804156,474,768621,763862,Payment Not Required,2022-10-04T10:33:52-05:00,2022-10-04T16:33:31-05:00,0.00
804157,472,829163,817816,Payment Not Required,2022-10-04T10:34:20-05:00,2022-10-05T17:32:11-05:00,0.00
804158,496,879587,854924,Payment Completed,2022-10-04T10:38:29-05:00,2022-10-04T11:47:10-05:00,15.00
804159,472,853878,835762,Payment Not Required,2022-10-04T10:40:24-05:00,2022-10-04T15:50:01-05:00,0.00
804161,474,879590,854926,Payment Completed,2022-10-04T10:43:32-05:00,2022-10-04T14:08:15-05:00,25.00
804162,493,879592,854927,Payment Not Required,2022-10-04T10:44:03-05:00,2022-10-04T12:50:34-05:00,20.00
804163,474,879594,854928,Payment Completed,2022-10-04T10:44:42-05:00,2022-10-04T16:32:17-05:00,25.00
804164,472,851439,834065,Payment Not Required,2022-10-04T10:45:07-05:00,2022-10-04T15:50:18-05:00,0.00
804165,473,701082,697982,Payment Foregone,2022-10-04T10:45:34-05:00,2022-10-04T21:18:48-05:00,30.00
804166,496,879596,854929,Payment Not Required,2022-10-04T10:47:06-05:00,2022-10-04T13:02:38-05:00,20.00
804167,474,879599,854648,Payment Not Required,2022-10-04T10:47:04-05:00,2022-10-04T11:23:22-05:00,10.00
804168,474,732880,821798,Payment Completed,2022-10-04T10:47:41-05:00,2022-10-04T19:01:59-05:00,25.00
804170,472,773882,768811,Payment Not Required,2022-10-04T10:47:55-05:00,2022-10-09T07:41:00-05:00,0.00
804171,493,879601,854932,Payment Not Required,2022-10-04T10:48:19-05:00,2022-10-04T13:11:36-05:00,20.00
804172,472,793125,839257,Payment Not Required,2022-10-04T10:48:19-05:00,2022-10-04T15:41:25-05:00,0.00
804173,472,856979,838129,Payment Not Required,2022-10-04T10:48:23-05:00,2022-10-04T15:20:20-05:00,0.00
804174,496,879603,854933,Payment Completed,2022-10-04T10:49:52-05:00,2022-10-04T13:28:36-05:00,20.00
804175,472,879604,854934,Payment Not Required,2022-10-04T10:50:33-05:00,2022-10-04T10:58:13-05:00,0.00
804176,472,879605,854935,Payment Not Required,2022-10-04T10:51:08-05:00,2022-10-04T13:18:24-05:00,0.00
804177,472,849266,832528,Payment Not Required,2022-10-04T10:51:20-05:00,2022-10-04T17:36:05-05:00,0.00
804178,496,879607,854936,Payment Completed,2022-10-04T10:54:13-05:00,2022-10-04T13:20:03-05:00,20.00
804179,496,832197,820010,Payment Not Required,2022-10-04T10:55:20-05:00,2022-10-04T12:31:27-05:00,15.00
804180,472,469764,468813,Payment Not Required,2022-10-04T10:55:24-05:00,2022-10-04T14:19:25-05:00,0.00
804181,474,879609,854937,Payment Not Required,2022-10-04T10:55:45-05:00,2022-10-04T12:58:17-05:00,25.00
804182,474,878538,854128,Payment Not Required,2022-10-04T10:56:30-05:00,2022-10-04T12:59:56-05:00,25.00
804183,493,856687,854938,Payment Not Required,2022-10-04T10:57:32-05:00,2022-10-04T12:53:31-05:00,20.00
804184,472,469291,468340,Payment Not Required,2022-10-04T10:57:31-05:00,2022-10-04T14:59:18-05:00,0.00
804185,496,879613,854939,Payment Not Required,2022-10-04T10:58:59-05:00,2022-10-04T13:20:20-05:00,20.00
804186,474,879616,854940,Payment Not Required,2022-10-04T10:59:07-05:00,2022-10-04T12:49:37-05:00,20.00
804187,495,864714,844002,Payment Foregone,2022-10-04T10:59:31-05:00,2022-10-04T12:13:28-05:00,15.00
804188,474,879617,854941,Payment Completed,2022-10-04T10:59:45-05:00,2022-10-04T14:36:31-05:00,25.00
804189,496,833050,820684,Payment Completed,2022-10-04T11:00:18-05:00,2022-10-04T12:19:37-05:00,15.00
804190,474,879618,526736,Payment Not Required,2022-10-04T11:00:22-05:00,2022-10-04T13:20:19-05:00,25.00
804192,474,879615,854942,Payment Foregone,2022-10-04T11:01:36-05:00,2022-10-04T11:02:02-05:00,5.00
804193,472,789714,783881,Payment Not Required,2022-10-04T11:01:57-05:00,2022-10-04T16:09:23-05:00,0.00
804194,493,861547,841545,Payment Completed,2022-10-04T11:02:52-05:00,2022-10-04T13:58:10-05:00,20.00
804196,493,879620,854943,Payment Not Required,2022-10-04T11:04:10-05:00,2022-10-04T13:08:16-05:00,15.00
804197,474,788527,782752,Payment Not Required,2022-10-04T11:04:14-05:00,2022-10-04T11:51:53-05:00,10.00
804198,472,829570,854948,Payment Not Required,2022-10-04T11:04:15-05:00,2022-10-04T12:20:35-05:00,0.00
804199,472,829356,817946,Payment Not Required,2022-10-04T11:04:49-05:00,2022-10-04T18:00:23-05:00,0.00
804200,493,879622,854944,Payment Completed,2022-10-04T11:05:17-05:00,2022-10-04T12:48:39-05:00,15.00
804201,472,472225,471273,Payment Not Required,2022-10-04T11:06:17-05:00,2022-10-04T18:47:23-05:00,0.00
804202,493,879625,854945,Payment Completed,2022-10-04T11:06:49-05:00,2022-10-04T12:46:10-05:00,15.00
804203,496,868836,854946,Payment Not Required,2022-10-04T11:07:00-05:00,2022-10-04T13:17:11-05:00,20.00
804204,493,879626,787514,Payment Not Required,2022-10-04T11:07:56-05:00,2022-10-04T12:15:33-05:00,10.00
804206,472,839327,825313,Payment Not Required,2022-10-04T11:08:28-05:00,2022-10-09T07:40:54-05:00,0.00
804207,472,791874,786088,Payment Not Required,2022-10-04T11:08:56-05:00,2022-10-04T18:15:13-05:00,0.00
804209,493,879630,854950,Payment Not Required,2022-10-04T11:11:04-05:00,2022-10-04T13:19:58-05:00,20.00
804210,474,872298,849788,Payment Not Required,2022-10-04T11:12:36-05:00,2022-10-04T12:10:50-05:00,10.00
804211,496,879631,635537,Payment Completed,2022-10-04T11:13:38-05:00,2022-10-04T12:30:37-05:00,15.00
804212,496,842265,827515,Payment Not Required,2022-10-04T11:14:32-05:00,2022-10-04T13:30:10-05:00,20.00
804213,473,828890,817561,Payment Not Required,2022-10-04T11:14:40-05:00,2022-10-04T16:24:55-05:00,0.00
804214,472,879632,854951,Payment Not Required,2022-10-04T11:14:59-05:00,2022-10-04T13:46:26-05:00,0.00
804215,496,735032,731392,Payment Completed,2022-10-04T11:16:18-05:00,2022-10-04T13:08:28-05:00,20.00
804216,474,832945,855022,Payment Not Required,2022-10-04T11:17:25-05:00,2022-10-04T12:13:41-05:00,10.00
804217,493,879636,854952,Payment Not Required,2022-10-04T11:17:39-05:00,2022-10-04T13:11:33-05:00,20.00
804218,474,879637,854953,Payment Foregone,2022-10-04T11:18:13-05:00,2022-10-04T11:27:35-05:00,10.00
804219,482,879634,854954,Payment Completed,2022-10-04T11:16:52-05:00,2022-10-04T11:17:00-05:00,12.00
804220,496,732131,728434,Payment Not Required,2022-10-04T11:18:30-05:00,2022-10-04T13:12:11-05:00,20.00
804221,493,782320,854955,Payment Not Required,2022-10-04T11:18:58-05:00,2022-10-04T13:31:53-05:00,20.00
804223,482,879641,854956,Payment Completed,2022-10-04T11:18:54-05:00,2022-10-04T11:19:00-05:00,12.00
804224,496,879644,854957,Payment Completed,2022-10-04T11:20:11-05:00,2022-10-04T13:13:07-05:00,20.00
804225,472,697646,694550,Payment Not Required,2022-10-04T11:20:20-05:00,2022-10-04T18:23:27-05:00,0.00
804226,474,879645,854958,Payment Completed,2022-10-04T11:20:25-05:00,2022-10-04T12:44:27-05:00,15.00
804228,482,879642,854960,Payment Completed,2022-10-04T11:18:45-05:00,2022-10-04T11:19:00-05:00,12.00
804229,472,847600,831356,Payment Not Required,2022-10-04T11:21:33-05:00,2022-10-04T15:00:54-05:00,0.00
804230,482,879648,854961,Payment Completed,2022-10-04T11:21:53-05:00,2022-10-04T11:22:00-05:00,12.00
804231,472,664815,661761,Payment Not Required,2022-10-04T11:23:16-05:00,2022-10-04T15:22:32-05:00,0.00
804232,474,879650,854962,Payment Completed,2022-10-04T11:25:04-05:00,2022-10-04T13:34:53-05:00,25.00
804233,482,879651,854963,Payment Completed,2022-10-04T11:24:49-05:00,2022-10-04T11:25:00-05:00,12.00
804234,474,879837,855095,Payment Not Required,2022-10-04T11:26:19-05:00,2022-10-04T13:37:48-05:00,25.00
804235,474,879653,854965,Payment Completed,2022-10-04T11:26:30-05:00,2022-10-04T12:39:42-05:00,15.00
804236,496,862867,854966,Payment Not Required,2022-10-04T11:26:41-05:00,2022-10-04T13:11:37-05:00,20.00
804237,496,879656,854967,Payment Not Required,2022-10-04T11:29:39-05:00,2022-10-04T12:53:38-05:00,15.00
804238,495,732135,826172,Payment Not Required,2022-10-04T11:29:46-05:00,2022-10-04T13:23:32-05:00,20.00
804239,473,472207,471255,Payment Foregone,2022-10-04T11:29:53-05:00,2022-10-04T17:13:15-05:00,30.00
804240,496,879658,854968,Payment Not Required,2022-10-04T11:30:48-05:00,2022-10-04T13:22:25-05:00,20.00
804241,472,862302,842113,Payment Not Required,2022-10-04T11:31:13-05:00,2022-10-04T15:10:47-05:00,0.00
804242,474,879659,854969,Payment Not Required,2022-10-04T11:33:55-05:00,2022-10-04T12:51:53-05:00,15.00
804243,474,879660,854970,Payment Completed,2022-10-04T11:34:35-05:00,2022-10-04T14:17:45-05:00,25.00
804244,474,879661,854971,Payment Completed,2022-10-04T11:35:37-05:00,2022-10-04T13:24:06-05:00,20.00
804245,493,852747,835002,Payment Not Required,2022-10-04T11:35:48-05:00,2022-10-04T12:30:59-05:00,10.00
804247,496,879664,854973,Payment Completed,2022-10-04T11:37:31-05:00,2022-10-04T15:22:56-05:00,20.00
804248,496,740999,776696,Payment Not Required,2022-10-04T11:38:49-05:00,2022-10-04T12:52:02-05:00,15.00
804249,474,879665,854974,Payment Completed,2022-10-04T11:38:53-05:00,2022-10-04T18:40:44-05:00,25.00
804250,472,529780,528538,Payment Not Required,2022-10-04T11:39:42-05:00,2022-10-04T14:23:26-05:00,0.00
804251,472,879666,854975,Payment Not Required,2022-10-04T11:39:49-05:00,2022-10-04T14:23:31-05:00,0.00
804253,472,762920,758291,Payment Not Required,2022-10-04T11:40:22-05:00,2022-10-04T14:27:36-05:00,0.00
804254,496,879669,854977,Payment Completed,2022-10-04T11:41:41-05:00,2022-10-04T13:33:03-05:00,20.00
804255,474,861841,841772,Payment Not Required,2022-10-04T11:42:19-05:00,2022-10-04T13:36:37-05:00,20.00
804256,474,732884,729100,Payment Completed,2022-10-04T11:42:24-05:00,2022-10-04T19:03:48-05:00,25.00
804257,472,816212,806987,Payment Not Required,2022-10-04T11:42:35-05:00,2022-10-04T13:12:03-05:00,0.00
804258,493,861750,841702,Payment Completed,2022-10-04T11:42:37-05:00,2022-10-04T14:24:24-05:00,20.00
804259,496,879671,854978,Payment Not Required,2022-10-04T11:42:40-05:00,2022-10-04T14:15:36-05:00,20.00
804260,474,719478,828471,Payment Not Required,2022-10-04T11:43:17-05:00,2022-10-04T13:40:05-05:00,20.00
804261,496,879674,854979,Payment Completed,2022-10-04T11:43:47-05:00,2022-10-04T13:22:54-05:00,15.00
804262,493,879676,854980,Payment Not Required,2022-10-04T11:44:11-05:00,2022-10-04T13:47:36-05:00,20.00
804263,474,879794,855063,Payment Not Required,2022-10-04T11:44:29-05:00,2022-10-04T13:00:22-05:00,15.00
804265,496,879681,854982,Payment Not Required,2022-10-04T11:44:45-05:00,2022-10-04T13:49:57-05:00,20.00
804266,474,879679,854983,Payment Completed,2022-10-04T11:44:51-05:00,2022-10-04T12:15:20-05:00,10.00
804267,472,879680,854984,Payment Not Required,2022-10-04T11:44:51-05:00,2022-10-04T13:09:16-05:00,0.00
804268,474,879685,854990,Payment Not Required,2022-10-04T11:45:00-05:00,2022-10-04T14:12:53-05:00,25.00
804269,474,879815,855078,Payment Completed,2022-10-04T11:46:40-05:00,2022-10-04T13:12:16-05:00,15.00
804271,472,879686,854989,Payment Not Required,2022-10-04T11:47:56-05:00,2022-10-04T12:56:12-05:00,0.00
804272,496,879688,854991,Payment Not Required,2022-10-04T11:48:55-05:00,2022-10-04T14:07:01-05:00,20.00
804273,474,879689,854992,Payment Completed,2022-10-04T11:51:20-05:00,2022-10-04T16:21:09-05:00,25.00
804274,473,864953,844187,Payment Foregone,2022-10-04T11:51:45-05:00,2022-10-04T18:02:51-05:00,30.00
804275,474,879690,854993,Payment Completed,2022-10-04T11:51:53-05:00,2022-10-04T12:12:57-05:00,5.00
804276,474,879692,854995,Payment Completed,2022-10-04T11:52:18-05:00,2022-10-04T13:01:33-05:00,15.00
804277,474,879704,854996,Payment Not Required,2022-10-04T11:52:25-05:00,2022-10-04T13:22:03-05:00,15.00
804278,496,796352,790139,Payment Not Required,2022-10-04T11:52:43-05:00,2022-10-04T13:56:14-05:00,20.00
804280,495,879695,854997,Payment Not Required,2022-10-04T11:53:44-05:00,2022-10-04T13:27:16-05:00,20.00
804281,473,875543,852180,Payment Foregone,2022-10-04T11:53:47-05:00,2022-10-04T18:15:03-05:00,30.00
804282,474,879696,854998,Payment Completed,2022-10-04T11:53:56-05:00,2022-10-04T12:42:59-05:00,10.00
804284,474,879697,854999,Payment Not Required,2022-10-04T11:54:15-05:00,2022-10-04T12:48:05-05:00,10.00
804285,496,879699,855000,Payment Not Required,2022-10-04T11:54:44-05:00,2022-10-04T13:08:36-05:00,10.00
804286,474,879701,855001,Payment Not Required,2022-10-04T11:55:40-05:00,2022-10-04T13:39:49-05:00,20.00
804287,496,878673,854229,Payment Not Required,2022-10-04T11:56:43-05:00,2022-10-04T15:05:49-05:00,20.00
804288,474,697435,694339,Payment Not Required,2022-10-04T11:10:02-05:00,2022-10-04T16:04:41-05:00,10.00
804291,474,879707,810707,Payment Completed,2022-10-04T11:57:47-05:00,2022-10-04T15:23:25-05:00,25.00
804292,472,879702,855002,Payment Not Required,2022-10-04T11:57:54-05:00,2022-10-04T13:23:04-05:00,0.00
804293,473,879703,855003,Payment Foregone,2022-10-04T11:58:04-05:00,2022-10-04T12:20:01-05:00,30.00
804294,472,879705,855004,Payment Not Required,2022-10-04T11:58:56-05:00,2022-10-04T14:55:12-05:00,0.00
804296,474,879710,855007,Payment Not Required,2022-10-04T12:00:02-05:00,2022-10-04T13:26:04-05:00,15.00
804297,474,879712,855006,Payment Not Required,2022-10-04T11:59:53-05:00,2022-10-04T13:13:02-05:00,15.00
804298,493,879716,855009,Payment Not Required,2022-10-04T12:01:29-05:00,2022-10-04T13:43:11-05:00,5.00
804300,474,553521,552167,Payment Completed,2022-10-04T12:02:46-05:00,2022-10-04T12:09:19-05:00,5.00
804301,474,879742,790351,Payment Not Required,2022-10-04T12:02:55-05:00,2022-10-04T13:36:59-05:00,20.00
804302,474,879717,855011,Payment Foregone,2022-10-04T12:03:45-05:00,2022-10-04T12:04:21-05:00,5.00
804303,493,879721,855012,Payment Not Required,2022-10-04T12:03:58-05:00,2022-10-04T14:07:58-05:00,20.00
804305,496,879720,855013,Payment Not Required,2022-10-04T12:04:31-05:00,2022-10-04T14:37:37-05:00,20.00
804306,474,879726,855014,Payment Completed,2022-10-04T12:04:51-05:00,2022-10-04T14:34:49-05:00,25.00
804307,496,879725,855015,Payment Not Required,2022-10-04T12:05:31-05:00,2022-10-04T14:36:04-05:00,20.00
804308,474,879727,855016,Payment Completed,2022-10-04T12:05:34-05:00,2022-10-04T12:35:46-05:00,10.00
804309,472,879728,855017,Payment Not Required,2022-10-04T12:06:24-05:00,2022-10-04T14:55:09-05:00,0.00
804310,493,879732,855018,Payment Not Required,2022-10-04T12:06:58-05:00,2022-10-04T14:19:23-05:00,20.00
804311,472,879731,855019,Payment Not Required,2022-10-04T12:07:02-05:00,2022-10-04T13:54:23-05:00,0.00
804312,474,849937,833011,Payment Not Required,2022-10-04T12:08:18-05:00,2022-10-04T13:33:23-05:00,15.00
804314,472,619365,616854,Payment Not Required,2022-10-04T12:13:03-05:00,2022-10-04T13:08:08-05:00,0.00
804315,495,825918,855023,Payment Not Required,2022-10-04T12:13:34-05:00,2022-10-04T13:34:39-05:00,15.00
804316,474,879750,855033,Payment Completed,2022-10-04T12:14:09-05:00,2022-10-04T14:50:14-05:00,25.00
804318,474,879740,855025,Payment Not Required,2022-10-04T12:15:37-05:00,2022-10-04T12:26:18-05:00,5.00
804319,474,879741,855026,Payment Completed,2022-10-04T12:16:51-05:00,2022-10-04T19:20:48-05:00,25.00
804320,473,715857,712746,Payment Foregone,2022-10-04T12:19:09-05:00,2022-10-04T18:41:02-05:00,30.00
804321,495,730883,727306,Payment Not Required,2022-10-04T12:21:24-05:00,2022-10-04T13:57:00-05:00,15.00
804322,472,879744,855028,Payment Not Required,2022-10-04T12:22:58-05:00,2022-10-04T13:50:06-05:00,0.00
804323,496,879746,855029,Payment Completed,2022-10-04T12:23:00-05:00,2022-10-04T15:13:42-05:00,20.00
804324,493,879749,855030,Payment Not Required,2022-10-04T12:23:38-05:00,2022-10-04T13:47:49-05:00,15.00
804325,472,879748,855031,Payment Not Required,2022-10-04T12:23:46-05:00,2022-10-04T16:43:13-05:00,0.00
804326,493,879752,855032,Payment Not Required,2022-10-04T12:24:39-05:00,2022-10-04T13:55:51-05:00,15.00
804327,474,879754,855034,Payment Completed,2022-10-04T12:25:17-05:00,2022-10-04T15:46:22-05:00,25.00
804328,493,879756,855035,Payment Not Required,2022-10-04T12:25:48-05:00,2022-10-04T13:27:49-05:00,10.00
804329,472,879757,855036,Payment Not Required,2022-10-04T12:30:00-05:00,2022-10-04T13:37:15-05:00,0.00
804330,474,879758,471918,Payment Not Required,2022-10-04T12:30:41-05:00,2022-10-04T14:33:00-05:00,25.00
804331,474,879760,855037,Payment Completed,2022-10-04T12:31:17-05:00,2022-10-04T15:34:39-05:00,25.00
804332,474,868511,846796,Payment Not Required,2022-10-04T12:31:31-05:00,2022-10-04T14:24:11-05:00,20.00
804333,472,482842,481850,Payment Not Required,2022-10-04T12:31:37-05:00,2022-10-04T13:25:50-05:00,0.00
804334,474,879762,855038,Payment Completed,2022-10-04T12:32:08-05:00,2022-10-04T12:39:03-05:00,5.00
804335,495,849270,849726,Payment Not Required,2022-10-04T12:33:22-05:00,2022-10-04T13:38:52-05:00,15.00
804336,474,879765,855039,Payment Completed,2022-10-04T12:34:45-05:00,2022-10-04T16:47:19-05:00,25.00
804337,474,452136,451298,Payment Not Required,2022-10-04T12:35:20-05:00,2022-10-04T13:47:57-05:00,15.00
804338,472,619835,617324,Payment Not Required,2022-10-04T12:36:40-05:00,2022-10-04T13:42:07-05:00,0.00
804339,474,820645,810839,Payment Completed,2022-10-04T12:37:08-05:00,2022-10-04T15:13:00-05:00,25.00
804340,474,879768,855042,Payment Not Required,2022-10-04T12:37:58-05:00,2022-10-04T14:18:24-05:00,20.00
804341,496,736275,759579,Payment Completed,2022-10-04T12:38:00-05:00,2022-10-04T14:15:24-05:00,15.00
804343,495,726230,855044,Payment Foregone,2022-10-04T12:41:00-05:00,2022-10-04T13:57:06-05:00,15.00
804344,495,726230,854691,Payment Not Required,2022-10-04T12:42:24-05:00,2022-10-04T14:06:07-05:00,15.00
